Position,Id,Title,Authors,Published Date,Country,Original Language,Page Range,Word Count,Global Rank,Global Score,Genre Categories,Subject Categories,Location Categories
304,2572,The Poems of Robert Frost,Robert Frost,1913,American,English,607,,304,867,"Allegorical, Fiction, Literary Fiction, Pastoral, Poetry, Social & Cultural Fiction","Choices, Family, Friendship, Hardship, Hope, Human Experience, Mortality, Nature, Rural Life, isolation, tradition","New England, United States"
305,284,Austerlitz,W. G. Sebald,2001,German,German,200-300,128000,305,865,"Experimental, Fiction, Historical fiction, Literary Fiction, Postmodern, philosophical","Architecture, Displacement, European History, History, Holocaust, Jews, Loss, Memory, Trauma, War, orphans","Belgium, Czech Republic, England, Germany, Prague"
306,136,Song of Solomon,Toni Morrison,1977,American,English,337-372,92944,306,865,"Coming of age, Drama, Fiction, Literary Fiction, Magical Realism, Social & Cultural Fiction","African American, Community, Death, Family, Family dynamics, Flight, Love, Myth, Racism, Violence, heritage","Michigan, United States"
307,218,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,1886,British,English,64-178,25000,307,864,"Fiction, Gothic, Horror, Mystery, Psychological, Speculative Fiction","Addiction, Conduct of life, Duality, Guilt, Medicine, Repression, Science, Scientists, Transformation, Violence, morality","England, London"
308,2105,Nightwood,Djuna Barnes,1936,American,English,160-200,50000,308,863,"Experimental, Fiction, Gothic, Literary Fiction, Modernist, Social & Cultural Fiction, Surreal","Alienation, Despair, Lgbtq+, Love, Madness, Obsession, Sexuality, Women's Studies, gender, loneliness, relationships","France, Paris"
309,749,The Structure of Scientific Revolutions,Thomas Kuhn,1962,American,English,200-300,114000,309,863,"Nonfiction, Political, Social & Cultural Fiction, Technical, philosophical","Anomalies, Crisis, History, History Of Science, Incommensurability, Normal Science, Paradigm Shifts, Science, Scientific Progress, Scientific Revolutions, Theory Change, academic",United States
310,98,White Noise,Don DeLillo,1985,American,English,300-400,78500,310,862,"Dark, Fiction, Literary Fiction, Picaresque, Postmodern, Social & Cultural Fiction","Death, Death & Grief, Education, Environment, Technology, consumerism, fear, health","Media, United States"
311,1043,The Year of Magical Thinking,Joan Didion,2005,American,English,227-240,64500,311,857,"Family & Relationships, Memoir, Nonfiction, Psychological, Tragedy","Death, Death & Grief, Family, Family dynamics, Grief, Healing, Illness, Journalists, Loss, Marriage, Memory, Mothers & Children, Trauma","New York City, United States"
312,724,Homage to Catalonia,George Orwell,1938,British,English,230-300,70000,312,854,"Memoir, Nonfiction, Political, Travel","American History, Betrayal, Courage, European History, History, Ideology, Propaganda, Reportage, Revolution, Solidarity, War","Barcelona, Spain"
313,2010,Fear and Loathing in Las Vegas,Hunter S. Thompson,1971,American,English,200-220,42000,313,852,"Absurdist, Experimental, Fiction, Humor, Picaresque, Postmodern, Social & Cultural Fiction","American dream, Counterculture, Despair, Drug Use, Excess, Freedom, Journalism, Paranoia","Las Vegas, Nevada, United States"
314,172,Wings of the Dove,Henry James,1902,American,English,400-500,150000,314,849,"Fiction, Literary Fiction, Psychological, Social & Cultural Fiction, Tragedy, Victorian","Deception, Friendship, Illness, Inheritance, Interpersonal relations, Love, Manipulation, Wealth, morality","England, Italy, London, Venice"
315,54,Lucky Jim,Kingsley Amis,1954,British,English,200-300,84000,315,847,"Fiction, Humor, Literary Fiction, Picaresque, Satire, Social & Cultural Fiction","Academia, Alcohol, Career, Social Class, academic, relationships",England
316,2461,"Cry, the Beloved Country",Alan Paton,1948,South African,English,200-300,83000,316,846,"Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Faith, Family, Forgiveness, Grief, Hope, Injustice, Parenting, Poverty, Race relations, Racism, Reconciliation","Africa, Johannesburg, KwaZulu-Natal, South Africa, Southern Africa"
317,2062,I Know Why the Caged Bird Sings,Maya Angelou,1969,American,English,200-300,78000,317,844,"Autobiography, Coming of age, Memoir, Nonfiction, Social & Cultural Fiction","Empowerment, Family, Family dynamics, Freedom, Identity, Racism, Resilience, Trauma, childhood","Arkansas, Stamps, United States"
318,913,Father Goriot,Honoré de Balzac,1835,French,French,300-400,95000,318,841,"Drama, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Ambition, Betrayal, Deception, Family, Friendship, Honor, Inheritance, Poverty, Sacrifice, Social Climbing, Wealth, corruption, realism","France, Paris"
319,3411,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,1824,Scottish,English,200-300,78000,319,840,"Allegorical, Experimental, Fiction, Gothic, Mystery, Psychological","Calvinism, Christianity, Doppelgänger, Guilt, Madness, Murder, Redemption, Sin",Scotland
320,1694,Malone Dies,Samuel Beckett,1951,Irish,French,100-200,31000,320,835,"Allegorical, Dark, Existentialist, Experimental, Fiction, Literary Fiction, Postmodern, Social & Cultural Fiction","Death, Despair, Existence, Madness, Memory, Philosophy, Storytelling, imagination, isolation",Fictional Location
321,46,Infinite Jest,David Foster Wallace,1996,American,English,1079,543000,321,830,"Dark, Encyclopedic, Experimental, Fiction, Literary Fiction, Postmodern, Psychological, Social & Cultural Fiction","Addiction, Entertainment, Identity, Psychology & Mental Health, Technology, competition, consumerism, depression, isolation",Fictional Location
322,2382,The Confusions of Young Törless,Robert Musil,1906,Austrian,German,150-300,70000,322,820,"Allegorical, Coming of age, Fiction, Literary Fiction, Psychological, philosophical","Adolescence, Alienation, Bullying, Education, Friendship, Psychology, Social sciences, Violence, morality, sadism",Austria-Hungary
323,568,The God of Small Things,Arundhati Roy,1997,Indian,English,320,134000,323,818,"Drama, Family & Relationships, Fiction, Literary Fiction, Magical Realism, Social & Cultural Fiction","Caste, Death, Family, Family dynamics, Love, Memory, Politics, Social Injustice, Trauma, Women's Studies, childhood","India, Kerala, United States"
324,2609,La Regenta,Clarín,1884,Spanish,Spanish,300-800,314042,324,818,"Drama, Fiction, Literary Fiction, Social & Cultural Fiction, Tragedy, Victorian","Adultery, Gossip, Hypocrisy, Love, Marriage, Power, Psychology, Social Class, morality, realism","Spain, Vetusta"
325,24,A Dance to the Music of Time,Anthony Powell,1951,British,English,240-300,,325,811,"Coming of age, Fiction, Historical fiction, Literary Fiction, Modernist, Postmodern, Social & Cultural Fiction","Friendship, History, Love, Marriage, Politics, Society, War, World War II, class","England, London"
326,271,If on a Winter's Night a Traveller,Italo Calvino,1979,Italian,Italian,200-300,56000,326,811,"Books About Books, Experimental, Fiction, Literary Fiction, Postmodern, metafiction","Authorship, Books, Deception, Narrative, Perception, relationships","Fictional Location, Reading"
327,186,Kim,Rudyard Kipling,1901,British,English,200-500,95000,327,810,"Adventure, Coming of age, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction","Conduct of life, Education, Friendship, Juvenile, Mysticism, Spies, Youth, colonialism, orphans","Himalayas, India, Lahore"
328,693,"Speak, Memory",Vladimir Nabokov,1951,American,English,300-350,97000,328,807,"Drama, Experimental, Memoir, Nonfiction, Social & Cultural Fiction",Memory,"Europe, Russia, United States"
329,347,The Stories of John Cheever,John Cheever,1978,American,English,700-800,200000,329,804,"Fiction, Literary Fiction, Modernist, Realistic Fiction, Short Story Collection, Social & Cultural Fiction","Alienation, Family dynamics, Identity, Infidelity, Nostalgia, Social Class, loneliness","New York, Suburban New York, Suburbia, United States"
330,368,Gilead,Marilynne Robinson,2004,American,English,247,84000,330,803,"Coming of age, Family & Relationships, Fiction, Literary Fiction, Realistic Fiction, Religion & Spirituality","Christianity, Conflict of generations, Faith, Family, Family dynamics, Fatherhood, Forgiveness, Friendship, Legacy, Memory, Mortality, race","Gilead, Iowa, United States"
331,9001,Celestina Or The Tragic-Comedy Of Calisto And Melibea,Fernando de Rojas,1499,Spanish,Spanish,200-250,22000,331,799,"Drama, Fiction, Literary Fiction, Picaresque, Social & Cultural Fiction, Tragedy","Betrayal, Death, Deception, Desire, Love, Lust, Manipulation, Social Class, greed",Spain
332,935,The Princess of Cleves,Madame de La Fayette,1678,French,French,200-300,70000,332,796,"Fiction, Historical fiction, Literary Fiction, Realistic Fiction, Romance, Social & Cultural Fiction","Courtship, Duty, Honor, Infidelity, Jealousy, Love, Marriage, Passion, Virtue, secrets","France, Paris"
333,1701,The Complete Works of Plato,Plato,-387,Greek,Ancient greek,3506,,333,792,"Mythological, Nonfiction, Religion & Spirituality, philosophical","Beauty, Classical Studies, Education, Ethics, Friendship, History, Justice, Knowledge, Philosophy, Society, Truth, Virtue","Athens, Greece"
334,2895,The Daughter of Time,Josephine Tey,1951,British,English,206,58270,334,790,"Crime, Fiction, Historical fiction, Mystery, Psychological","European History, History, Juvenile, Nobility","England, Great Britain, London"
335,2565,Tarzan of the Apes,Edgar Rice Burroughs,1912,American,English,200-400,70000,335,784,"Adventure, Fantasy, Fiction, Historical fiction, Social & Cultural Fiction, Speculative Fiction","Animals, Civilization, Family, Juvenile, Love, Nature, Survival, action, conflict, orphans",Fictional Location
336,695,"The General Theory of Employment, Interest and Money",John Maynard Keynes,1936,British,English,400-500,134000,336,783,"Nonfiction, Political, Technical, philosophical","Aggregate Demand, Business, Consumption, Economics, Employment, Fiscal Policy, History, Interest, Investment, Monetary policy, Unemployment, academic","Money, United Kingdom"
337,153,The Awakening,Kate Chopin,1899,American,English,100-200,39000,337,778,"Coming of age, Drama, Fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Freedom, Identity, Marriage, Self-discovery, Society, gender roles, isolation","Independence, Louisiana, Mexico, United States"
338,2637,The Garden of the Finzi-Continis,Giorgio Bassani,1962,Italian,Italian,300-400,,338,776,"Fiction, Historical fiction, Literary Fiction, Realistic Fiction, Social & Cultural Fiction, Tragedy","ANTI-SEMITISM, Family, Friendship, Jewish, Loss, Love, Memory, Nostalgia, Prejudice, Youth, isolation","Ferrara, Italy"
339,2294,"Life, a User's Manual",Georges Perec,1978,French,French,500-600,156000,339,768,"Encyclopedic, Experimental, Fiction, Literary Fiction, Picaresque, Postmodern","Existence, History, Human Condition, Identity, Interconnectedness, Memory, Routine, Time, isolation","France, Paris"
340,43,Housekeeping,Marilynne Robinson,1980,American,English,200-300,78000,340,767,"Coming of age, Family & Relationships, Fiction, Literary Fiction, Realistic Fiction, Tragedy","Abandonment, Death & Grief, Family, Family dynamics, Friendship, Loss, Memory, Mental illness, Mothers & Children, Nature, Siblings, Sisters, Survival, isolation","Fingerbone, United States"
341,870,The Electric Kool-Aid Acid Test,Tom Wolfe,1968,American,English,416,108023,341,764,"Americana, Cultural, Experimental, Nonfiction","Community, Counterculture, Experimentation, Freedom, Identity, Nonconformity, Psychedelics, Rock N Roll, rebellion","California, San Francisco, United States"
342,437,Murder on the Orient Express,Agatha Christie,1934,British,English,200-350,68000,342,763,"Cozy, Crime, Fiction, Mystery, Thriller & Suspense","Deception, Detective, Investigation, Justice, Juvenile, Murder, Revenge, secrets","Belgrade, Croatia, England, Istanbul, Italy, Serbia, Turkey"
343,720,Black Lamb and Grey Falcon,Rebecca West,1941,British,English,1100-1200,480000,343,762,"Cultural, Encyclopedic, Nonfiction, Political, Travel","Culture, European History, History, Politics, War, conflict, nationalism, tradition","Balkans, Yugoslavia"
344,144,A Room With a View,E. M. Forster,1908,British,English,200-300,65000,344,761,"Coming of age, Fiction, Historical fiction, Literary Fiction, Romance, Social & Cultural Fiction","Conformity, Freedom, Love, Self-discovery, Society, class, relationships","England, Florence, Italy"
345,2031,The Phantom Tollbooth,Norton Juster,1961,American,English,256,39000,345,760,"Adventure, Allegorical, Children's books, Fantasy, Fiction, Humor, Speculative Fiction","Boredom, Education, Friendship, Growth, Juvenile, Knowledge, Learning, Wisdom, curiosity, imagination",Fictional Location
346,103,His Dark Materials,Philip Pullman,1995,British,English,400-550,520000,346,760,"Adventure, Dystopian, Fantasy, Fiction, High Fantasy, Literary Fiction, Speculative Fiction, Young adult","Authority, Betrayal, Courage, Freedom, Identity, Science",Fictional Location
347,45,"I, Claudius",Robert Graves,1934,British,English,300-500,100000,347,759,"Drama, Fiction, Historical fiction, Literary Fiction, Political, Social & Cultural Fiction","Assassination, Betrayal, Deception, European History, Family, History, Intrigue, Madness, Politics, Power, corruption","Italy, Roman, Rome"
348,1076,At Swim Two-Birds,Flann O'Brien,1939,Irish,English,200-300,72000,348,758,"Allegorical, Experimental, Fiction, Literary Fiction, Picaresque, Postmodern, Satire, metafiction","Authors, Characters, Irish, Irish Culture, Mythology, Narrative, Storytelling","Dublin, Ireland"
349,1303,Persepolis,Marjane Satrapi,2000,French,French,153,,349,757,"Comics & Graphic Novels, Cultural, Memoir, Nonfiction, Political","Culture, European History, Freedom, History, Identity, Middle East History, Resistance, Revolution, oppression","Iran, Tehran"
350,2602,Hopscotch,Julio Cortazar,1963,Argentinian,Spanish,564,155000,350,756,"Experimental, Fiction, Literary Fiction, Picaresque, Postmodern, Surreal, philosophical","Alienation, Creativity, Existentialism, Friendship, Love, Madness, Philosophy, stream of consciousness","Argentina, Buenos Aires, France, Paris"
351,250,The Old Wives' Tale,Arnold Bennett,1908,British,English,600-800,190983,351,755,"Coming of age, Family & Relationships, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction","Aging, Business, Death, Family, Marriage, Siblings, Society, change, conflict, realism, tradition","Bursley, England, Great Britain, Independence"
352,947,The Betrothed,Alessandro Manzoni,1827,Italian,Italian,720-900,322000,352,754,"Drama, Fiction, Historical fiction, Literary Fiction, Romance, Social & Cultural Fiction","Betrayal, Catholicism, Christianity, Courage, Faith, Family, Justice, Love, Marriage, Plague, oppression","Italy, Lombardy, United States"
353,5697,Peter And Wendy,J. M. Barrie,1911,Scottish,English,145,47790,353,753,"Adventure, Children's books, Fantasy, Fiction, Folklore & Fairy Tales, Speculative Fiction","Freedom, Friendship, Innocence, childhood, growing up, imagination",Fictional Location
354,600,Oedipus at Colonus,Sophocles,-401,Greek,Ancient greek,80-120,,354,753,"Drama, Fiction, Mythological, Plays, Tragedy, philosophical","Blindness, Death, Divine Will, Exile, Family, Fate, Justice, Prophecy, Redemption, Suffering","Colonus, Greece"
355,6032,Kolyma Stories,Varlam Shalamov,1954,Russian,Russian,500-600,,355,752,"Fiction, International, Literary Fiction, Short Story Collection, Social & Cultural Fiction, philosophical","Dehumanization, Despair, Friendship, History, Human Suffering, Injustice, Reportage, Resilience, Survival, isolation, oppression","Kolyma, Russia, Soviet Union"
356,2597,Ferdydurke,Witold Gombrowicz,1937,Polish,Polish,200-300,62000,356,751,"Absurdist, Allegorical, Experimental, Fiction, Literary Fiction, Postmodern, Surreal","Authority, Conformity, Education, Individualism, Society, Youth, maturity, rebellion",Poland
357,371,The Brief Wondrous Life of Oscar Wao,Junot Diaz,2007,Dominican,English,300-400,207500,357,750,"Drama, Fiction, Literary Fiction, Magical Realism, Postmodern, Social & Cultural Fiction","Culture, Curse, Dreams, Love, Violence, isolation, oppression","Dominican Republic, Latin American, New Jersey, United States"
358,705,The Elements of Style,"E. B. White, William Strunk Jr.",1918,American,English,50-100,20000,358,750,"Nonfiction, Reference","Clarity, Composition, Conciseness, Grammar, Language & Writing, Style, Usage, writing",""
359,27,A Death in the Family,James Agee,1957,American,English,300-400,83000,359,749,"Coming of age, Family & Relationships, Fiction, Literary Fiction, Realistic Fiction, Tragedy","Death, Death & Grief, Family, Family dynamics, Grief, Loss, Memory, Southern Gothic, childhood","Knoxville, Tennessee, United States"
360,9410,The Lost Estate,Henri Alain-Fournier,1913,French,French,200-300,47000,360,748,"Coming of age, Drama, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction","Adolescence, Friendship, Loss, Love, Nostalgia",Fictional Location
361,2743,The Mill on the Floss,George Eliot,1860,British,English,500-700,203000,361,747,"Coming of age, Fiction, Literary Fiction, Social & Cultural Fiction, Tragedy, Victorian","Conflict of generations, Death & Grief, Education, Family, Family dynamics, Financial struggles, Love, Moral dilemmas, Personal Growth, Siblings, Social Class, gender roles","England, Fictional Location"
362,1452,Cloud Atlas,David Mitchell,2004,British,English,509-544,172000,362,744,"Experimental, Fiction, Historical fiction, Literary Fiction, Magical Realism, Postmodern, Social & Cultural Fiction, Speculative Fiction","Connection, Freedom, Identity, Power, Reincarnation, Survival, oppression","Belgium, Fictional Location, Korea, Pacific Ocean, United Kingdom, United States"
363,264,The Quiet American,Graham Greene,1955,British,English,180-200,62000,363,743,"Fiction, Historical fiction, Literary Fiction, Political, Social & Cultural Fiction, Thriller & Suspense","Betrayal, Idealism, Innocence, Love, Moral Ambiguity, colonialism, conflict","Saigon, United States, Vietnam"
364,2458,Cold Comfort Farm,Stella Gibbons,1932,British,English,230-250,95000,364,742,"Fiction, Humor, Literary Fiction, Satire, Social & Cultural Fiction, Spy","Agriculture, Eccentricity, Family, Inheritance, Parody, Rural Life, Social Class, tradition","England, Fictional Location"
365,2819,Ivanhoe,Sir Walter Scott,1819,British,English,400-600,183858,365,742,"Adventure, Arthurian, Fiction, Historical fiction, Literary Fiction, Romance","Chivalry, Family, Honor, Identity, Loyalty, Prejudice, Social Class, conflict","England, Great Britain"
366,1162,A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,British,English,200-300,74921,366,740,"Cultural, Mythological, Nonfiction, Political, philosophical","Education, Equality, Gender and Sexuality, Marriage, Rationality, Social Reform, Virtue, Women's Studies, Womens Studies, gender roles","England, Great Britain, London, United Kingdom"
367,1145,The Things They Carried,Tim O'Brien,1990,American,English,233,62000,367,739,"Allegorical, Fiction, Literary Fiction, Short Story Collection, Social & Cultural Fiction, military fiction","Courage, Death & Grief, Friendship, Guilt, Memory, Survival, War, fear","United States, Vietnam, Vietnam War"
368,2725,Journey to the West,Wu Cheng'en,1592,Chinese,Chinese,1500-2000,400000,368,738,"Adventure, Fantasy, Fiction, Mythological, Speculative Fiction, epic","Friendship, Mythology, Perseverance, Redemption, Transformation, morality","China, Fictional Location"
369,2441,Memoirs From Beyond the Grave,François-Auguste-René de Chateaubriand,1849,French,French,600-700,,369,737,"Memoir, Nonfiction, Political, philosophical","European History, Exile, History, Philosophy, Politics, Revolution, Romanticism, Society",France
370,2748,The Mayor of Casterbridge,Thomas Hardy,1886,British,English,300-500,105000,370,737,"Fiction, Historical fiction, Literary Fiction, Realistic Fiction, Tragedy, Victorian","Ambition, Betrayal, Fate, Guilt, Humanities, Marriage, Pride, Psychology & Mental Health, Redemption, Regret, Social Class","Casterbridge, England"
371,687,The Education of Henry Adams,Henry Adams,1907,American,English,300-400,126000,371,737,"Autobiography, Experimental, Memoir, Nonfiction, philosophical","American History, Culture, Diplomacy, Education, History, Philosophy, Politics, Science, Society, Technology","Boston, Europe, United States, Washington D.C."
372,642,Wolf Hall,Hilary Mantel,2009,British,English,650-700,200000,372,735,"Drama, Fiction, Historical fiction, Literary Fiction, Political, Social & Cultural Fiction","Ambition, Betrayal, Death, European History, Family, History, Interpersonal relations, Intrigue, Law, Marriage, Politics, Power, medieval history","England, Great Britain, London"
373,2367,History of My Life,Giacomo Casanova,1822,Italian,French,3500-4000,1500000,373,733,"Adventure, Autobiography, Memoir, Nonfiction, Travel","Culture, Friendship, History, Identity, Liberty, Love, Philosophy, Poverty, Seduction, Society","Europe, France, Italy, Paris, Venice"
374,879,Das Kapital,Karl Marx,1867,German,German,153,330000,374,728,"Nonfiction, Political, Technical, philosophical","Alienation, Class Struggle, Commodity, Economic Systems, Economics, European History, Exploitation, Historical Materialism, History, Labor, Production, Surplus Value, academic","Germany, India, United Kingdom"
375,2826,The Adventures of Tom Sawyer,Mark Twain,1876,American,English,180-250,70400,375,728,"Adventure, Coming of age, Fiction, Humor, Social & Cultural Fiction","Freedom, Friendship, History, Mischief, Social Class, Superstition, childhood, imagination","Mississippi, Mississippi River, Missouri, Southern US, United States"
376,543,The Secret Garden,Frances Hodgson Burnett,1911,British,English,200-400,80000,376,724,"Children's books, Coming of age, Fiction, Literary Fiction, Realistic Fiction, Victorian","Childhood and youth, Discovery, Family, Family dynamics, Friendship, Gardens, Healing, Juvenile, Nature, People with disabilities, Transformation, loneliness, orphans, secrets","England, Great Britain, Yorkshire"
377,619,"The Sea, The Sea",Iris Murdoch,1978,British,English,500-550,200000,377,723,"Allegorical, Drama, Fiction, Literary Fiction, Psychological, Social & Cultural Fiction","Jealousy, Memory, Obsession, Redemption, Self-deception, Theater, isolation, relationships","England, London"
378,942,The Sorrows of Young Werther,Johann Wolfgang von Goethe,1774,German,German,100-200,64000,378,723,"Fiction, Literary Fiction, Literary Letters, Social & Cultural Fiction, Tragedy, philosophical","Despair, Emotions, Friendship, Heartbreak, Love, Nature, Passion, Romanticism, Suicide","Fictional Location, Germany"
379,366,Middlesex,Jeffrey Eugenides,2002,American,English,529,196000,379,722,"Coming of age, Fiction, Historical fiction, Literary Fiction, Magical Realism, Social & Cultural Fiction","Culture, Gender and Sexuality, Genetics, Immigration, Intersex, Lgbtq+, Self-discovery, Sexuality, Teenagers, gender","Detroit, Michigan, United States"
380,1154,Our Mutual Friend,Charles Dickens,1864,British,English,800-900,168000,380,722,"Crime, Drama, Fiction, Literary Fiction, Social & Cultural Fiction, Victorian","Death & Grief, Deception, Identity, Love, Redemption, Social Class, Wealth, greed","England, London"
381,1318,Man's Search for Meaning,Viktor Frankl,1946,Austrian,German,100-200,42000,381,721,"Counselling, Memoir, Nonfiction, Religion & Spirituality, philosophical","Existentialism, Freedom, Hope, Humanity, Psychotherapy, Purpose, Resilience, Suffering","Auschwitz, Poland"
382,821,Relativity,Albert Einstein,1916,German,German,130-150,30000,382,719,"Encyclopedic, Mythological, Nonfiction, Technical, philosophical","Energy, History, History Of Science, Inertia, Light, Mass, Motion, Physics, Relativity, Science, Time, gravity","Germany, Space, Switzerland"
383,509,Another Country,James Baldwin,1962,American,English,400-448,166121,383,718,"Coming of age, Drama, Fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Alienation, Betrayal, Despair, Friendship, Hope, Identity, Love, Sexuality, race","France, New York, New York City, Paris, United States"
384,2559,Collected Poems,Wallace Stevens,1954,American,English,300-500,,384,714,"Allegorical, Modernist, Poetry, Postmodern, philosophical","Beauty, Death, Existence, Language, Mind, Nature, Perception, imagination, reality",United States
385,1242,Let Us Now Praise Famous Men,James Agee,1941,American,English,400-500,128000,385,714,"Americana, Cultural, Memoir, Nonfiction","American History, Families, Family, Farm life, History, Human Condition, Journeys, Labor, Photography, Poverty, Reportage, Rural Life, Social sciences, Tenant Farming, depression","Alabama, Southern US, United States"
386,3341,My Brilliant Friend,Elena Ferrante,2012,American,Italian,330-400,70000,386,713,"Coming of age, Drama, Family & Relationships, Fiction, Literary Fiction, Social & Cultural Fiction","Ambition, Betrayal, Education, Family, Family dynamics, Friendship, Jealousy, Marriage, Violence, Women's Studies, class","Italy, Naples"
387,5884,The Hollow Man,John Dickson Carr,1935,British,English,247,60000,387,713,"Crime, Fiction, Hard Boiled, Mystery, noir","Deception, Detective, Illusion, Investigation, Murder","England, London"
388,391,The Human Stain,Philip Roth,2000,American,English,361,136000,388,713,"Drama, Fiction, Literary Fiction, Postmodern, Social & Cultural Fiction, Tragedy","Academia, Guilt, History, Jewish, Jews, Prejudice, Redemption, Scandal, Secrecy, isolation, race, relationships","Fictional Location, Massachusetts, United States"
389,1151,Critique of Pure Reason,Immanuel Kant,1781,German,German,500-800,120000,389,712,"Experimental, Mythological, Nonfiction, Technical, philosophical","A Priori Knowledge, Causality, Epistemology, History, Metaphysics, Noumena, Phenomena, Reason, Space and time, Synthetic Judgments, Transcendental Idealism, academic","Germany, Konigsberg, Prussia, Space"
390,34,Go Tell it on the Mountain,James Baldwin,1953,American,English,256-320,78500,390,709,"Coming of age, Family & Relationships, Fiction, Literary Fiction, Religion & Spirituality, Social & Cultural Fiction","African American, Christianity, Faith, Family, Family dynamics, Forgiveness, Guilt, Racism, Redemption, Sin","New York, United States"
391,2327,The Notebooks of Malte Laurids Brigge,Rainer Maria Rilke,1910,German,German,200-300,50000,391,706,"Diaries & Journals, Experimental, Fiction, Literary Fiction, Modernist, philosophical","Death, Existence, Illness, Madness, Memory, Suffering, childhood, fear, loneliness","France, Paris"
392,254,The Postman Always Rings Twice,James M. Cain,1934,American,English,100-200,37000,392,704,"Crime, Fiction, Mystery, Psychological, Thriller & Suspense, noir","Adultery, Deception, Infidelity, Interpersonal relations, Justice, Murder, Passion, relationships","California, United States"
393,2144,The Razor's Edge,W. Somerset Maugham,1944,British,English,300-400,84000,393,704,"Coming of age, Drama, Fiction, Literary Fiction, Social & Cultural Fiction, philosophical","Christianity, Class Distinction, Disillusionment, Existentialism, Friendship, Individualism, Materialism, Search for Meaning, Self-discovery","England, France, India, London, Paris"
394,2340,A Fine Balance,Rohinton Mistry,1995,Indian,English,600-750,192000,394,700,"Drama, Fiction, Literary Fiction, Realistic Fiction, Social & Cultural Fiction, Tragedy","Caste System, Family, Friendship, Hope, Human rights, Injustice, Political Unrest, Poverty, Survival","Fictional Location, India, Mumbai"
395,2037,A Visit From The Goon Squad,Jennifer Egan,2010,American,English,288-352,108000,395,699,"Drama, Fiction, Literary Fiction, Postmodern, Short Story Collection, Social & Cultural Fiction","Addiction, Fame, Music, Redemption, Regret, Technology, Time","New York, New York City, San Francisco, United States"
396,937,Germinal,Émile Zola,1885,French,French,300-600,196000,396,698,"Fiction, Historical fiction, Literary Fiction, Political, Social & Cultural Fiction, Tragedy","Class Struggle, Exploitation, Family, Industrialization, Labor, Mining, Poverty, Revolution, Strikes, Violence, realism","France, Nord-Pas-de-Calais"
397,184,Atlas Shrugged,Ayn Rand,1957,American,English,1000-1200,645000,397,698,"Dystopian, Fiction, Political, philosophical","Economics, Freedom, Government, Individualism, Industrialism, Innovation, Philosophy, Power, morality","Colorado, New York, United States"
398,4568,The Silence of the Lambs,Thomas Harris,1988,American,English,350-450,110942,398,697,"Crime, Fiction, Horror, Mystery, Psychological, Speculative Fiction, Thriller & Suspense","Abduction, FBI, Forensics, Investigation, Murder, Psychiatry, Psychology & Mental Health, Psychopathy, cannibalism, serial killers","Quantico, United States, West Virginia"
399,3340,Americanah,Chimamanda Ngozi Adichie,2013,Nigerian,English,477,151960,399,696,"Contemporary, Drama, Fiction, Literary Fiction, Social & Cultural Fiction","African American, Culture, Education, Family, Friendship, Hair, Immigrants, Immigration, Love, Racism, blogging, class, race, relationships","Connecticut, Lagos, New York, Nigeria, Philadelphia, Princeton, United States"
400,2469,The Alchemist,Paulo Coelho,1988,Brazilian,Portuguese,163-208,45000,400,694,"Allegorical, Fiction, Literary Fiction, Magical Realism, Religion & Spirituality, philosophical","Alchemy, Christianity, Destiny, Dreams, Journey, Personal Legend, Self-discovery, Transformation","Egypt, Spain"
401,3778,Passing,Nella Larsen,1929,American,English,95-122,38878,401,692,"Drama, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","African American, African American History, Betrayal, Deception, Friendship, History, Jealousy, Marriage, Passing, Psychology & Mental Health, Race relations, Women's Studies, race, realism","Chicago, New York, United States"
402,450,The Devil to Pay in the Backlands,Joao Guimaraes Rosa,1956,Brazilian,Portuguese,500-600,600000,402,688,"Fiction, Historical fiction, Literary Fiction, Magical Realism, Picaresque, Social & Cultural Fiction","Betrayal, Courage, Existentialism, Friendship, Honor, Love, Revenge, Violence, conflict","Brazil, Fictional Location, Minas Gerais"
403,1940,The Joy Luck Club,Amy Tan,1989,American,English,288-332,91084,403,688,"Family & Relationships, Fiction, Historical fiction, Literary Fiction, Realistic Fiction, Social & Cultural Fiction","Culture, Death & Grief, Family, Family dynamics, Friendship, Generational Conflict, Immigration, Memory, Motherhood, Mothers & Children, Novela, Sacrifice, Storytelling, Women, Women's Studies, tradition","California, China, San Francisco, United States"
404,1485,The Feminine Mystique,Betty Friedan,1963,American,English,300-400,178000,404,684,"Counselling, Cultural, Family & Relationships, Nonfiction, Political","Career, Domesticity, Fulfillment, Gender and Sexuality, Identity, Marriage, Society, Women's Studies, Women's rights, Womens Studies, gender roles",United States
